id,university,score, major, degree, decision, status, year, gpafin, grev, grem,gretot, grew, new_gre
271,The University Of Massachusetts Amherst (UMass),3.7,CS,Masters,Rejected,A,2017,3.84,154,163,317,3,TRUE
272,Princeton Univerisity,4.4,CS,PhD,Accepted,U,2017,3.98,165,170,335,4,TRUE
273,Massachusetts Institute Of Technology(MIT),5,CS,PhD,Accepted,I,2014,3.9,165,169,334,4.5,TRUE
274,University Of Texas At Austin,4.3,CS,PhD,Rejected,I,2015,3.26,157,169,326,3,TRUE
275,Carnagie Mellon University (CMU),5,CS,Masters,Accepted,I,2018,3.7,154,169,323,3.5,TRUE
276,The University Of Massachusetts Amherst (UMass),3.7,CS,PhD,Accepted,I,2018,3.5,157,170,327,3.5,TRUE
277,"University Of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Accepted,I,2015,3.33,159,168,327,3.5,TRUE
278,UC Davis,3.3,CS,Masters,Rejected,I,2015,3.4,157,168,325,3,TRUE
279,Columbia University,4.1,CS,Masters,Accepted,A,2012,3.52,167,157,324,5.5,TRUE
280,Purdue University - West Lafayette,3.7,CS,PhD,Accepted,I,2016,3.92,149,166,315,4,TRUE
281,UCLA,4.1,CS,Masters,Rejected,I,2014,3,160,168,328,3.5,TRUE
282,The University Of Colorado Boulder,3.2,CS,Masters,Rejected,I,2018,3.32,153,170,323,3.5,TRUE
283,NCSU (North Carolina State University),3.1,CS,Masters,Accepted,U,2018,3.87,167,168,335,4,TRUE
284,Columbia  University (Fu Foundation),4.1,CS,Masters,Accepted,U,2016,3.7,160,165,325,4,TRUE
285,Georgia Insititute Of Technology (Georgia Tech GaTech),4.4,CS,Masters,Rejected,I,2016,3.12,154,160,314,4.5,TRUE
286,Ucsb,3.3,CS,PhD,Rejected,I,2014,3.4,165,152,317,3,TRUE
287,University Of Washington,4.5,CS,PhD,Rejected,I,2015,3.8,170,155,325,3.5,TRUE
288,Illinois At Urbana Champaign (UIUC),4.6,CS,Masters,Rejected,I,2017,3.86,162,164,326,4,TRUE
289,Rice University,3.7,CS,PhD,Rejected,I,2013,3.92,154,165,319,3.5,TRUE
290,"(University Of California, Los Angeles (UCLA)",4.1,CS,Masters,Accepted,A,2017,3.88,160,168,328,5,TRUE
291,"University Of Colorado, Boulder",3.2,CS,Masters,Accepted,I,2013,3.1,169,159,328,4,TRUE
292,GaTech (Georgia Institute Of Technology),4.4,CS,Masters,Rejected,I,2016,3,160,166,326,4.5,TRUE
293,SUNY Stony Brook,3.2,CS,Masters,Accepted,I,2014,3.4,152,163,315,3,TRUE
294,"University Of Michigan, Ann Arbor (Umich)",4.2,CS,PhD,Accepted,I,2016,3.98,158,167,325,3.5,TRUE
295,Cornell University,4.5,CS,PhD,Rejected,I,2015,3.89,167,149,316,3,TRUE
296,Rice University,3.7,CS,PhD,Accepted,U,2018,4,151,166,317,3.5,TRUE
297,Columbia University,4.1,CS,PhD,Rejected,A,2013,3.85,161,169,330,4.5,TRUE
298,Virginia Tech,3.2,CS,Masters,Accepted,I,2013,3.2,157,165,322,3.5,TRUE
299,UMass Amherst,3.7,CS,PhD,Accepted,U,2015,3.86,154,160,314,3,TRUE
300,The University Of Illinois At Urbana-Champaign  UIUC,4.6,CS,PhD,Accepted,A,2016,3.6,163,165,328,5,TRUE
301,Johns Hopkings(JHU),3.6,CS,Masters,Accepted,I,2015,3.5,166,163,329,4,TRUE
302,Ohio State University (OSU),3.4,CS,Masters,Rejected,I,2015,7.74,150,162,312,3.5,TRUE
303,Stanford,5,CS,PhD,Rejected,I,2015,3.86,143,167,310,3,TRUE
304,(University Of California Irvine,3.4,CS,Masters,Accepted,I,2017,3.63,157,164,321,4,TRUE
305,Penn State - University Park,3.4,CS,Masters,Rejected,I,2016,3.4,157,165,322,3,TRUE
306,SUNY Buffalo,2.7,CS,Masters,Accepted,I,2016,3.2,160,166,326,4,TRUE
307,New York University,3.4,CS,Masters,Rejected,A,2016,2.66,165,163,328,4.5,TRUE
308,University Of Maryland At College Park,4,CS,PhD,Accepted,I,2014,3.76,164,170,334,3.5,TRUE
309,UMass (Amherst),3.7,CS,Masters,Rejected,I,2016,3.5,163,168,331,4.5,TRUE
310,University Of Massachusetts Amherst,3.7,CS,PhD,Rejected,U,2014,3.7,163,170,333,4.5,TRUE
311,The University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2017,3.63,151,170,321,3.5,TRUE
312,University Of Washington,4.5,CS,PhD,Rejected,A,2012,3.7,161,165,326,4,TRUE
313,University Of Massachusetts Amherst,3.7,CS,Masters,Accepted,A,2012,3.64,155,163,318,4,TRUE
314,Columbia University,4.1,CS,Masters,Accepted,I,2018,3.2,157,170,327,3,TRUE
315,Stanford University,5,CS,PhD,Rejected,A,2015,3.8,170,170,340,5.5,TRUE
316,University Of California Irvine (UC Irvine),3.4,CS,Masters,Accepted,I,2018,3.24,160,170,330,4.5,TRUE
317,University Of Chicago,3.4,CS,Masters,Accepted,A,2017,3.41,167,162,329,4,TRUE
318,Princeton University,4.4,CS,Masters,Accepted,A,2017,3.41,161,168,329,6,TRUE
319,"University Of California, Riverside",2.7,CS,Masters,Rejected,I,2013,3.26,156,149,305,3.5,TRUE
320,UC Berkeley,5,CS,PhD,Accepted,A,2017,3.99,164,169,333,5,TRUE
321,Purdue University,3.7,CS,Masters,Rejected,I,2014,3.6,153,169,322,3,TRUE
322,University Of California San Diego (UCSD),4,CS,PhD,Accepted,A,2016,3.59,159,168,327,3,TRUE
323,"University Of Washington, Seattle",4.5,CS,PhD,Accepted,A,2015,3.97,166,170,336,5,TRUE
324,University Of Wisconsin Madison (UW-Madison),4.1,CS,Masters,Accepted,U,2017,3.9,167,170,337,4.5,TRUE
325,Purdue University,3.7,CS,PhD,Rejected,A,2013,3.69,155,164,319,4,TRUE
326,Carnegie Mellon University,5,CS,Masters,Accepted,I,2015,3.9,163,170,333,5,TRUE
327,Carnegie Mellon University,5,CS,PhD,Rejected,I,2013,3.72,160,168,328,5,TRUE
328,University Of Southern California,3.7,CS,Masters,Accepted,I,2016,3.7,162,161,323,4,TRUE
329,Duke University,3.6,CS,Masters,Accepted,A,2018,3.92,161,166,327,4.5,TRUE
330,(Arizona State University) ASU,3.1,CS,PhD,Rejected,I,2016,3.4,147,161,308,3.5,TRUE
331,"University Of California, Santa Barbara (UCSB)",3.3,CS,Masters,Rejected,A,2012,3.76,161,159,320,4.5,TRUE
332,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2015,3.7,151,168,319,3.5,TRUE
333,ีUniversity Of Florida (UFL),3,Other,Masters,Accepted,I,2016,3.2,153,168,321,4,TRUE
334,CMU,5,CS,PhD,Rejected,I,2014,3.7,143,163,306,4,TRUE
335,Yale  University,3.7,CS,Masters,Rejected,I,2018,3.51,164,165,329,4.5,TRUE
336,Carnegie Mellon University,5,CS,Masters,Accepted,A,2018,3.67,163,167,330,4,TRUE
337,"University Of California, Los Angelas (UCLA)",4.1,CS,PhD,Rejected,I,2012,3.8,146,156,302,3.5,TRUE
338,Massachusetts Institute Of Technology (MIT),5,CS,PhD,Rejected,I,2017,3.58,147,165,312,4,TRUE
339,Uc Davis,3.3,CS,PhD,Rejected,I,2014,3.8,156,170,326,3.5,TRUE
340,University Of Washington,4.5,CS,PhD,Rejected,I,2015,3.7,154,168,322,4.5,TRUE
341,State University Of New York (SUNY) At Stony Brook,3.2,CS,Masters,Accepted,I,2016,3.5,158,170,328,4,TRUE
342,"University Of Maryland, College Park",4,CS,PhD,Rejected,A,2015,3.91,165,169,334,4.5,TRUE
343,Cornell,4.5,CS,PhD,Rejected,I,2017,4,151,161,312,4,TRUE
344,Cornell University,4.5,CS,Masters,Accepted,I,2015,3.8,162,168,330,4.5,TRUE
345,Northeastern,3,CS,PhD,Accepted,A,2018,3.6,154,162,316,5,TRUE
346,Vanderbilt University,2.8,CS,Masters,Accepted,U,2016,3.4,158,170,328,3,TRUE
347,ีUniversity Of Maryland - College Park,4,CS,Masters,Accepted,A,2012,3.91,162,161,323,4.5,TRUE
348,Illinois At Urbana Champaign (UIUC),4.6,CS,Masters,Rejected,I,2018,3.66,150,170,320,4,TRUE
349,Carnegie Mellon University,5,CS,Masters,Accepted,A,2014,3.63,166,168,334,4.5,TRUE
350,Virginia Polytechnic And State University (Virginia Tech),3.2,CS,Masters,Rejected,I,2018,3.37,152,161,313,4,TRUE
351,University Of Washington,4.5,CS,PhD,Rejected,A,2014,3.7,164,166,330,4,TRUE
352,Carnegie  Mellon University (CMU),5,CS,PhD,Accepted,I,2016,3.93,149,167,316,3.5,TRUE
353,Ohio State Uiversity,3.4,CS,Masters,Rejected,I,2016,3.1,154,160,314,4.5,TRUE
354,North Carolina State University,3.1,CS,Masters,Accepted,I,2015,3.45,158,168,326,4,TRUE
355,UC Berkeley,5,CS,PhD,Rejected,I,2016,3.94,151,170,321,3,TRUE
356,Carnege Mellon University - LTI,5,CS,Masters,Accepted,U,2017,3.78,166,166,332,4.5,TRUE
357,University Of Florida,3,CS,PhD,Accepted,I,2014,3.67,149,168,317,3.5,TRUE
358,The University Of Arizona,3.1,CS,PhD,Accepted,I,2018,3.55,153,166,319,4.5,TRUE
359,"University Of Massachusetts, Amherst (UMass Amherst)",3.7,CS,Masters,Accepted,A,2018,3.77,164,161,325,4,TRUE
360,Stanford University,5,CS,PhD,Rejected,U,2017,3.6,152,169,321,4,TRUE
361,Penn State (Pennsylvania State University),3.4,CS,Masters,Rejected,I,2015,3.5,144,167,311,3,TRUE
362,Stanford University,5,CS,Masters,Rejected,A,2013,3.33,167,170,337,5.5,TRUE
363,Princeton University,4.4,CS,Masters,Rejected,A,2018,4,164,169,333,4.5,TRUE
364,Carnegie Mellon University,5,CS,Masters,Rejected,A,2017,3.74,164,168,332,5,TRUE
365,Cornell (Ithaca),4.5,CS,Masters,Rejected,I,2018,3.03,161,162,323,4,TRUE
366,Rutgers Univeresity,3.3,CS,PhD,Accepted,U,2018,3.8,163,168,331,4,TRUE
367,Ohio State University,3.4,CS,Masters,Accepted,I,2013,3.21,156,162,318,4,TRUE
368,Stanford UniversityUniversity,5,CS,PhD,Rejected,A,2012,3.7,161,165,326,4,TRUE
369,University Of Texas At Austin,4.3,CS,PhD,Rejected,A,2018,3.69,161,166,327,4.5,TRUE
370,University Of Chicago,3.4,CS,PhD,Accepted,A,2017,3.93,162,165,327,5,TRUE
371,University Of North Carolina - Chapel Hill ( UNC - CH ),3.6,CS,PhD,Accepted,A,2014,3.96,162,168,330,4,TRUE
372,(Arizona State University) ASU,3.1,CS,PhD,Accepted,I,2018,3.83,160,145,305,4,TRUE
373,Rutgers University (New Brunswick),3.3,CS,Masters,Accepted,I,2018,3.59,153,166,319,4,TRUE
374,Stanford,5,CS,PhD,Rejected,A,2015,3.47,150,159,309,3.5,TRUE
375,UCSC University Of California Santa Cruz,2.8,CS,Masters,Accepted,I,2016,3.5,149,169,318,3.5,TRUE
376,Northeastern University (NEU),3,CS,PhD,Accepted,I,2016,3.83,149,167,316,4,TRUE
377,Rutgers Univ.,3.3,CS,PhD,Accepted,I,2016,3.5,170,149,319,4,TRUE
378,Stanford University,5,CS,PhD,Rejected,A,2018,3.67,163,167,330,4,TRUE
379,New York University Graduate School Of Arts And Science,3.4,CS,Masters,Accepted,I,2015,3.4,150,167,317,4,TRUE
380,The University Of Illinois At Chicago (UIC),2.6,CS,Masters,Accepted,I,2017,3.6,168,157,325,,TRUE
381,University Of Illinois Chicago (UIC),2.6,CS,Masters,Accepted,I,2018,3.2,161,163,324,4.5,TRUE
382,Illinois At Urbana Champaign (UIUC),4.6,CS,Masters,Rejected,I,2016,4,152,160,312,3.5,TRUE
383,University Of Pennsylvania,3.8,Other,PhD,Rejected,A,2016,3.55,154,161,315,4,TRUE
384,Stanford University,5,CS,PhD,Rejected,A,2015,3.4,168,166,334,6,TRUE
385,University Of Michigan Ann Arbor (UMich),4.2,CS,PhD,Rejected,A,2015,3.93,160,165,325,3.5,TRUE
386,Illinois At Urbana Champaign (UIUC),4.6,CS,PhD,Accepted,A,2018,3.76,166,168,334,4.5,TRUE
387,The University Of Massachusetts Amherst,3.7,CS,Masters,Accepted,I,2016,3.8,159,164,323,4.5,TRUE
388,UMass Amherst / University Of Massachusetts Amherst,3.7,CS,Masters,Accepted,I,2012,3.62,162,166,328,4,TRUE
389,University Of Utah,3.1,CS,PhD,Rejected,I,2014,3.86,147,161,308,3.5,TRUE
390,"The University Of Pennsylvania (Penn, UPenn)",3.8,Other,Masters,Accepted,A,2018,3.77,164,161,325,4,TRUE
391,"University Of California, Irvine (UCI)",3.4,CS,Masters,Rejected,A,2018,3.61,160,170,330,5.5,TRUE
392,University Of Michigan,4.2,CS,PhD,Accepted,A,2013,3.84,160,164,324,5,TRUE
393,"GSAS, Harvard University",4,CS,Masters,Rejected,A,2018,3.9,161,166,327,5,TRUE
394,University Of Washington,4.5,CS,PhD,Rejected,A,2012,3.59,160,166,326,5.5,TRUE
395,The University Of Illinois At Chicago (UIC),2.6,CS,Masters,Accepted,I,2017,3.6,150,160,310,3,TRUE
396,Columbia Univercity,4.1,CS,Masters,Accepted,I,2018,3.6,159,170,329,4.5,TRUE
397,University Of Pennsylvania,3.8,CS,PhD,Accepted,I,2013,3.4,162,162,324,4,TRUE
398,Carnege Mellon University,5,CS,PhD,Rejected,A,2018,3.92,169,169,338,5,TRUE
399,Ohio State University,3.4,CS,PhD,Accepted,I,2014,3.5,166,155,321,3,TRUE
400,Harvard University,4,CS,Masters,Accepted,U,2015,3.89,155,170,325,3.5,TRUE
401,University Of California San Diego,4,CS,PhD,Accepted,U,2016,3.7,158,169,327,3.5,TRUE
402,Carnegie Mellon University (CMU),5,CS,Masters,Accepted,I,2014,3.7,162,168,330,4,TRUE
403,State University New York (SUNY) Stony Brook,3.2,CS,Masters,Accepted,I,2017,3.8,150,170,320,3.5,TRUE
404,"Rochester Institute Of Technology, RIT",2.5,CS,Masters,Accepted,I,2012,3.18,168,154,322,4,TRUE
405,Rutgers University,3.3,CS,PhD,Rejected,I,2015,3.55,160,167,327,3.5,TRUE
406,The University Of Wisconsin - Madison,4.1,CS,PhD,Accepted,U,2016,3,169,163,332,5,TRUE
407,UC San Diego,4,CS,Masters,Accepted,A,2014,3.42,162,165,327,4,TRUE
408,Ohio State University,3.4,CS,PhD,Accepted,I,2015,3.84,168,166,334,5.5,TRUE
409,"University Of California, Berkeley (UCB)",5,CS,PhD,Accepted,A,2012,4,169,170,339,5.5,TRUE
410,Columbia University (FFSEAS),4.1,CS,Masters,Rejected,I,2018,3.5,169,150,319,3,TRUE
411,Georgia  Institute Of Technology (Gatech Georgia Tech),4.4,CS,PhD,Rejected,I,2017,3.96,146,160,306,3,TRUE
412,University Of Washington,4.5,CS,PhD,Accepted,I,2014,3.77,158,163,321,5,TRUE
413,Stanford University,5,CS,Masters,Rejected,I,2016,3.96,159,166,325,4,TRUE
414,University Of Texas At Austin (UT Austin),4.3,CS,PhD,Rejected,A,2018,3.2,167,168,335,5.5,TRUE
415,Cornell University,4.5,CS,Masters,Accepted,I,2013,3.4,154,167,321,3,TRUE
416,University Of Utah,3.1,CS,PhD,Accepted,U,2018,3.83,163,168,331,4,TRUE
417,ีUniversity Of Southern California (USC) - Viterbi School Of Engineering,3.7,CS,Masters,Accepted,I,2017,4,150,166,316,3.5,TRUE
418,University Of Chicago,3.4,CS,Masters,Rejected,I,2017,3.5,157,164,321,4,TRUE
419,Ohio State University (OSU),3.4,CS,PhD,Rejected,I,2012,3.33,142,156,298,,TRUE
420,Yale,3.7,CS,Masters,Rejected,I,2016,3.69,153,165,318,3.5,TRUE
421,University Of California San Diego,4,CS,PhD,Accepted,I,2016,3.9,152,164,316,4,TRUE
422,Boston University,3,CS,PhD,Accepted,A,2014,4,170,169,339,4,TRUE
423,Columbia University,4.1,CS,Masters,Rejected,I,2014,3.5,158,158,316,4.5,TRUE
424,"Umass, Amherst",3.7,CS,Masters,Accepted,I,2016,3.62,158,167,325,3,TRUE
425,University Of Kansas (KU),2.2,CS,PhD,Accepted,A,2016,3.7,159,163,322,4.5,TRUE
426,Stanford,5,CS,PhD,Rejected,I,2016,3.4,170,169,339,5,TRUE
427,Columbia University,4.1,CS,Masters,Accepted,A,2015,3.55,155,153,308,4,TRUE
428,Carnege Mellon University (CMU),5,CS,PhD,Rejected,I,2018,3.75,164,166,330,4,TRUE
429,Princeton Univerisity,4.4,CS,Masters,Rejected,I,2017,3.9,159,170,329,4,TRUE
430,University Of California Santa Cruz (UCSC),2.8,CS,PhD,Accepted,I,2016,3.24,156,165,321,4,TRUE
431,University Of Utah,3.1,CS,Masters,Accepted,I,2017,3.9,157,161,318,4,TRUE
432,UCLA,4.1,CS,Masters,Rejected,U,2013,3.72,158,162,320,4,TRUE
433,"University Of California, Irvine",3.4,CS,PhD,Accepted,A,2013,3.96,166,163,329,5,TRUE
434,Northwestern University,3.4,CS,PhD,Accepted,I,2018,3.79,168,159,327,3.5,TRUE
435,The University Of Massachusetts Amherst (UMass),3.7,CS,Masters,Accepted,I,2017,3.61,162,165,327,4,TRUE
436,University Of Maryland College Park,4,CS,Masters,Rejected,I,2015,3.2,157,167,324,5,TRUE
437,Stanford University,5,CS,Masters,Accepted,U,2015,3.84,163,170,333,3.5,TRUE
438,Stanford University,5,CS,PhD,Rejected,I,2017,4,167,170,337,4.5,TRUE
439,Carnegie  Mellon University,5,CS,Masters,Accepted,A,2018,3.95,168,170,338,5,TRUE
440,ีUniversity Of Southern California (USC) - Viterbi School Of Engineering,3.7,CS,Masters,Accepted,I,2017,3.8,154,159,313,4,TRUE
441,Cornell University,4.5,CS,Masters,Rejected,I,2014,3.6,162,158,320,5,TRUE
442,MIT,5,CS,PhD,Rejected,I,2015,3.8,164,168,332,4.5,TRUE
443,Stanford,5,CS,PhD,Rejected,A,2018,3.92,164,166,330,5,TRUE
444,"University California, Santa Cruz (UCSC)",2.8,CS,Masters,Rejected,U,2018,3.75,152,162,314,3.5,TRUE
445,Princeton University,4.4,CS,Masters,Accepted,A,2014,4,170,170,340,5.5,TRUE
446,University Of Texas At Austin,4.3,CS,Masters,Accepted,A,2016,3.9,168,168,336,4.5,TRUE
447,NYU-Poly,3.4,CS,PhD,Rejected,I,2012,3.91,141,159,300,3,TRUE
448,University Of Wisconsin Madison,4.1,CS,PhD,Rejected,I,2015,3.15,157,165,322,4.5,TRUE
449,Northwestern University,3.4,CS,PhD,Rejected,A,2014,3.23,159,170,329,5,TRUE
450,University Of Washington,4.5,CS,PhD,Rejected,A,2014,3.66,167,163,330,5.5,TRUE
451,Johns Hopkins University,3.6,CS,PhD,Rejected,I,2015,3.68,153,162,315,,TRUE
452,Northeastern (NEU),3,CS,Masters,Accepted,I,2017,3.62,151,168,319,3,TRUE
453,Princeton,4.4,CS,PhD,Rejected,A,2016,3.9,169,165,334,4.5,TRUE
454,Carnegie Mellon University,5,CS,PhD,Rejected,I,2015,3.8,157,170,327,3.5,TRUE
455,NYU,3.4,CS,Masters,Rejected,I,2015,3.3,154,170,324,3,TRUE
456,Georgia Institute Of Technology (Gatech),4.4,CS,Masters,Rejected,I,2015,3.77,155,167,322,4,TRUE
457,University Of Texas At Austin (UT Austin),4.3,CS,PhD,Accepted,U,2018,3.95,160,170,330,3.5,TRUE
458,"University Of Michigan, Ann Arbor (Umich)",4.2,CS,Masters,Accepted,A,2018,3.73,168,160,328,4,TRUE
459,Penn State,3.4,CS,PhD,Rejected,A,2015,3.4,164,162,326,5,TRUE
460,Columbia University,4.1,CS,Masters,Rejected,A,2015,3.15,156,158,314,4,TRUE
461,University Of Washington Seattle,4.5,CS,PhD,Rejected,I,2016,3.88,154,168,322,3.5,TRUE
462,Columbia University (FFSEAS),4.1,CS,Masters,Accepted,I,2018,3.81,157,170,327,4,TRUE
463,Cornell University,4.5,CS,Masters,Accepted,A,2012,3.64,155,163,318,4,TRUE
464,University Of Minnesota,3.5,CS,PhD,Accepted,I,2013,3.6,157,168,325,4,TRUE
465,Princeton University,4.4,CS,PhD,Rejected,I,2016,3.58,158,170,328,4,TRUE
466,"UCSD University Of California, San Diego",4,CS,Masters,Accepted,I,2016,3.6,159,166,325,5,TRUE
467,University Of Illinois Urbana-Champaign (UIUC),4.6,CS,PhD,Accepted,A,2013,3.94,161,166,327,5,TRUE
468,UC Berkeley (UCB),5,CS,PhD,Rejected,I,2018,3.96,152,169,321,3.5,TRUE
469,Indiana University (Bloomington),2.9,CS,Masters,Accepted,A,2017,3.3,160,156,316,4,TRUE
470,State University Of New York - Stony Brook,3.2,CS,PhD,Accepted,A,2016,3.81,164,168,332,4.5,TRUE
471,"University Of Michigan, Ann Arbor",4.2,CS,PhD,Accepted,I,2017,3.4,152,164,316,4,TRUE
472,University Of Chicago,3.4,CS,Masters,Accepted,U,2015,3.8,166,161,327,3,TRUE
473,Carnagie Mellon University (CMU),5,CS,Masters,Accepted,I,2017,3.2,160,164,324,3,TRUE
474,"University Of California, San Diego",4,CS,Masters,Accepted,I,2016,3.9,164,170,334,5.5,TRUE
475,University Of Pennsylvania (UPenn),3.8,CS,PhD,Rejected,A,2017,3.65,167,162,329,5,TRUE
476,Georgia Tech,4.4,CS,Masters,Rejected,I,2015,3.97,150,168,318,4.5,TRUE
477,Stanford University,5,CS,Masters,Accepted,A,2017,4,165,169,334,5,TRUE
478,Columbia University,4.1,CS,Masters,Accepted,A,2012,3.64,155,163,318,4,TRUE
479,Carnegie Mellon University,5,CS,Masters,Accepted,U,2015,3.6,159,170,329,3.5,TRUE
480,Northeastern University,3,CS,Masters,Accepted,U,2018,3.56,157,164,321,4,TRUE
481,The University Of Illinois At Urbana-Champaign,4.6,CS,Masters,Rejected,I,2015,3.96,155,163,318,5,TRUE
482,Columbia FFSEAS,4.1,CS,PhD,Rejected,I,2012,3.66,166,144,310,3,TRUE
483,UT Austin,4.3,CS,Masters,Accepted,A,2015,3.7,163,168,331,5.5,TRUE
484,Illinois At Urbana Champaign (UIUC),4.6,CS,Masters,Rejected,I,2016,3.5,154,165,319,4.5,TRUE
485,"U Of Massachusetts, Amherst",3.7,CS,Masters,Rejected,I,2016,3.52,157,170,327,3.5,TRUE
486,University Of Illinois At Urbana-Champaign,4.6,CS,PhD,Accepted,A,2013,4,165,170,335,5,TRUE
487,Purdue University West Lafatette,3.7,CS,PhD,Rejected,I,2017,3.67,162,167,329,4,TRUE
488,Stanford University,5,CS,PhD,Rejected,U,2015,4,152,170,322,4,TRUE
489,Carnagie Mellon University (CMU),5,CS,Masters,Rejected,I,2018,3.5,163,163,326,5,TRUE
490,Stanford University,5,CS,PhD,Rejected,A,2018,4,163,166,329,4.5,TRUE
491,Colorado State University,2.4,CS,PhD,Accepted,I,2013,3.45,152,162,314,3.5,TRUE
492,"The University Of Colorado, Boulder",3.2,CS,Masters,Rejected,A,2017,3,153,166,319,4.5,TRUE
493,"University Of Michigan, Ann Abor",4.2,CS,Masters,Accepted,I,2017,3.79,157,166,323,4,TRUE
494,"University Of Michigan, Ann Arbor",4.2,CS,Masters,Rejected,I,2015,3.8,162,168,330,4.5,TRUE
495,Harvard (Graduate School Of Arts And Sciences),4,CS,PhD,Rejected,A,2016,3.4,169,164,333,,TRUE
496,University Of California Irvine,3.4,CS,Masters,Rejected,I,2012,3.25,142,164,306,4,TRUE
497,Pennsylvania State University (Penn State),3.4,CS,PhD,Accepted,I,2016,4,163,165,328,5,TRUE
498,Carnegie Mellon University,5,CS,Masters,Accepted,I,2015,3.76,155,160,315,4,TRUE
499,"University Of California, San Diego",4,CS,Masters,Accepted,I,2013,3.57,162,163,325,3,TRUE
500,Dartmouth  College,3.1,CS,Masters,Accepted,I,2018,3.28,163,164,327,4.5,TRUE
501,Princeton,4.4,CS,Masters,Rejected,I,2016,3.98,161,170,331,4.5,TRUE
502,University Of Washington,4.5,CS,PhD,Accepted,U,2014,3.92,162,170,332,4,TRUE
503,Carnagie Mellon University (CMU),5,CS,Masters,Accepted,I,2017,3.56,157,164,321,4,TRUE
504,University Of California Santa Barbara (UCSB),3.3,CS,PhD,Rejected,I,2015,3.67,164,145,309,3.5,TRUE
505,Georgia Tech,4.4,CS,Masters,Rejected,I,2015,3.4,150,163,313,3.5,TRUE
506,Carnegie Mellon  University (CMU),5,CS,PhD,Rejected,I,2018,3.86,158,165,323,4.5,TRUE
507,Stanford University,5,CS,Masters,Rejected,I,2015,8.23,148,170,318,3.5,TRUE
508,"California, Santa Barbara (UCSB)",3.3,CS,Masters,Rejected,I,2016,3.54,169,168,337,5,TRUE
509,Carnegie Mellon  University (CMU),5,CS,PhD,Rejected,U,2017,3.83,167,168,335,5,TRUE
510,Harvard University,4,CS,PhD,Rejected,A,2014,3.95,155,156,311,3.5,TRUE
511,The University Of Pennsylvania (UPenn),3.8,Other,Masters,Rejected,I,2018,3.7,165,167,332,5,TRUE
512,Duke University,3.6,CS,PhD,Accepted,I,2015,3.94,145,170,315,3,TRUE
513,Yale,3.7,CS,Masters,Rejected,I,2016,3.69,153,165,318,3.5,TRUE
514,The University Of Chicago,3.4,CS,Masters,Accepted,I,2014,3.69,156,165,321,3,TRUE
515,Princeton,4.4,CS,Masters,Rejected,I,2016,3.49,155,170,325,3,TRUE
516,Cornell University,4.5,CS,Masters,Accepted,I,2014,3.9,162,166,328,4.5,TRUE
517,Carnege Mellon University(CMU),5,CS,Masters,Accepted,I,2017,3.87,155,170,325,4,TRUE
518,University Of Colorado Boulder,3.2,CS,PhD,Rejected,A,2014,3.9,165,163,328,4,TRUE
519,The University Of Michigan - Ann Arbor,4.2,CS,Masters,Accepted,A,2016,3.8,156,167,323,4,TRUE
520,Columbia University (Fu Foundation School Of Engineering),4.1,CS,Masters,Accepted,I,2017,3.8,152,170,322,3.5,TRUE
521,Ohio State University,3.4,CS,PhD,Accepted,I,2013,3.57,149,167,316,3.5,TRUE
522,UC Santa Cruz,2.8,CS,Masters,Accepted,I,2015,3.6,153,166,319,3.5,TRUE
523,"University Of California, Los Angeles (UCLA)",4.1,CS,Masters,Rejected,I,2015,3.42,156,169,325,4,TRUE
524,Yale University,3.7,CS,Masters,Accepted,I,2017,3.9,160,168,328,3.5,TRUE
525,SUNY Buffalo,2.7,CS,Masters,Accepted,I,2012,3.95,152,163,315,4.5,TRUE
526,University Of Washington,4.5,CS,PhD,Rejected,A,2014,3.83,157,167,324,4.5,TRUE
