id,university,ranking, major, degree, decision, status, year, gpafin, grev, grem,gretot, grew, new_gre
271,"The University of Michigan, Ann Arbor",4.2,CS,Masters,Accepted,I,2018,3.7,164,167,331,3.5,TRUE
272,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Accepted,I,2016,3,152,165,317,4,TRUE
273,Indiana University,2.9,CS,PhD,Accepted,I,2013,3.57,152,168,320,4,TRUE
274,Ohio State University (OSU),3.4,CS,PhD,Accepted,I,2016,3.6,154,169,323,3.5,TRUE
275,University Of Southern California (USC),3.7,CS,Masters,Accepted,A,2018,3.5,155,165,320,4,TRUE
276,Columbia University,4.1,CS,Masters,Accepted,I,2012,3.7,151,163,314,4,TRUE
277,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Rejected,I,2016,3,154,167,321,4,TRUE
278,"University Of California, Santa Barbara (UCSB)",3.3,CS,PhD,Rejected,I,2013,3,157,162,319,4,TRUE
279,Columbia University,4.1,CS,Masters,Rejected,I,2015,3.8,149,168,317,4,TRUE
280,New York University (NYU),3.4,CS,Masters,Rejected,I,2018,3.4,155,169,324,4,TRUE
281,University of Texas at Austin,4.3,CS,Masters,Accepted,A,2017,3.82,159,169,328,4,TRUE
282,"University Of California, Berkeley",5,CS,PhD,Rejected,I,2017,3.91,149,170,319,3,TRUE
283,University Of Wisconsin - Madison,4.1,CS,Masters,Rejected,I,2017,3.86,162,164,326,4,TRUE
284,Rutgers Univeresity,3.3,CS,Masters,Rejected,I,2016,3.3,152,168,320,3,TRUE
285,Princeton University,4.4,CS,PhD,Rejected,I,2014,3.8,166,153,319,3,TRUE
286,"University Of Colorado, Boulder",3.2,CS,PhD,Rejected,A,2014,3.85,160,152,312,5.5,TRUE
287,Yale University,3.7,CS,PhD,Rejected,A,2014,3.5,159,170,329,3.5,TRUE
288,North Carolina State University,3.1,CS,Masters,Accepted,I,2014,3.93,165,159,324,3.5,TRUE
289,University Of Wisconsin - Madison,4.1,CS,Masters,Rejected,U,2017,3.93,162,170,332,4,TRUE
290,University of Florida (UF),3,CS,Masters,Rejected,I,2014,3.82,151,158,309,4,TRUE
291,University of Texas at Austin,4.3,CS,Masters,Accepted,I,2013,3.7,166,167,333,4,TRUE
292,University of Pennsylvania (UPenn),3.8,CS,Masters,Rejected,I,2017,3.6,160,162,322,4,TRUE
293,New York University (NYU),3.4,CS,PhD,Rejected,I,2012,3.54,148,166,314,3.5,TRUE
294,Northwestern University,3.4,CS,PhD,Accepted,A,2015,3.9,161,169,330,4,TRUE
295,"University Of Minnesota, Twin Cities",3.5,CS,PhD,Accepted,A,2016,3.3,162,165,327,5,TRUE
296,Michigan State University,2.9,CS,PhD,Rejected,I,2012,3.4,146,164,310,4,TRUE
297,"The University of Michigan, Ann Arbor",4.2,CS,Masters,Accepted,A,2017,3.88,160,168,328,5,TRUE
298,"University of Massachusetts, Amherst (UMass)",3.7,CS,PhD,Rejected,I,2014,3.6,147,164,311,3,TRUE
299,Northeastern University (NEU),3,CS,PhD,Accepted,I,2014,3.4,157,165,322,2.5,TRUE
300,Carnegie Mellon University (CMU),5,CS,PhD,Rejected,A,2014,4,167,165,332,5.5,TRUE
301,University Of Maryland,4,CS,PhD,Rejected,I,2014,3.02,151,167,318,3.5,TRUE
302,University of Utah,3.1,CS,Masters,Accepted,I,2018,3,155,168,323,3.5,TRUE
303,"University of Massachusetts, Amherst (UMass)",3.7,CS,PhD,Rejected,I,2016,3.5,153,164,317,3,TRUE
304,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2014,3.6,152,168,320,3.5,TRUE
305,"University Of California, Irvine",3.4,CS,PhD,Rejected,I,2014,4,154,164,318,4,TRUE
306,"University of California, Santa Cruz (UCSC)",2.8,CS,Masters,Accepted,I,2016,3.4,153,168,321,4,TRUE
307,University Of Southern California (USC),3.7,CS,PhD,Accepted,I,2014,4,156,170,326,3.5,TRUE
308,Carnegie Mellon University (CMU),5,CS,PhD,Accepted,I,2015,3.9,162,168,330,4,TRUE
309,"University Of California, Berkeley",5,CS,Masters,Rejected,A,2016,3.8,163,170,333,4.5,TRUE
310,University of Chicago,3.4,CS,PhD,Accepted,I,2018,3.17,152,165,317,3.5,TRUE
311,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Rejected,I,2015,3,158,163,321,3,TRUE
312,Columbia University,4.1,CS,Masters,Rejected,I,2014,3.7,158,162,320,4,TRUE
313,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Accepted,A,2018,3.61,160,160,320,4,TRUE
314,Stanford University,5,CS,PhD,Accepted,I,2016,3.9,156,170,326,4.5,TRUE
315,Northeastern University (NEU),3,CS,PhD,Rejected,I,2014,3.1,150,170,320,3,TRUE
316,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2015,3.8,155,167,322,4,TRUE
317,North Carolina State University,3.1,CS,Masters,Accepted,I,2017,3.52,157,170,327,5,TRUE
318,Stanford University,5,CS,PhD,Accepted,U,2012,3.99,168,162,330,4.5,TRUE
319,"University Of California, Berkeley",5,CS,Masters,Rejected,I,2016,3.8,157,165,322,3.5,TRUE
320,Duke University,3.6,CS,PhD,Accepted,I,2014,3.65,148,163,311,4,TRUE
321,Ohio State University (OSU),3.4,CS,PhD,Accepted,I,2014,3.5,166,155,321,3,TRUE
322,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2015,3.9,144,162,306,4,TRUE
323,Rutgers Univeresity,3.3,CS,PhD,Accepted,A,2014,3.9,167,166,333,4,TRUE
324,University Of Washington,4.5,CS,PhD,Rejected,A,2018,3.69,170,165,335,4.5,TRUE
325,University of Texas at Austin,4.3,CS,Masters,Accepted,A,2015,3.75,157,164,321,4.5,TRUE
326,Northwestern University,3.4,CS,PhD,Rejected,A,2013,3.9,159,164,323,4.5,TRUE
327,"University Of California, San Diego (UCSD)",4,CS,PhD,Accepted,A,2015,2.86,155,166,321,4,TRUE
328,University Of Maryland,4,CS,Masters,Rejected,U,2014,3.73,153,170,323,3.5,TRUE
329,New York University (NYU),3.4,CS,PhD,Accepted,I,2018,3.92,166,168,334,5,TRUE
330,University Of Southern California (USC),3.7,CS,PhD,Rejected,I,2017,3.2,150,168,318,3,TRUE
331,"University Of California, San Diego (UCSD)",4,CS,Masters,Rejected,I,2016,3.5,153,168,321,4,TRUE
332,"University Of California, Santa Barbara (UCSB)",3.3,CS,Masters,Rejected,I,2016,3.3,163,166,329,3.5,TRUE
333,Stanford University,5,CS,PhD,Rejected,U,2015,3.9,164,166,330,4,TRUE
334,University Of Southern California (USC),3.7,CS,PhD,Accepted,I,2013,3.7,158,167,325,3.5,TRUE
335,Arizona State University (ASU),3.1,CS,Masters,Rejected,I,2015,3.83,142,161,303,3,TRUE
336,Columbia University,4.1,CS,Masters,Accepted,I,2018,3.8,163,169,332,4.5,TRUE
337,Massachusetts Institute of Technology (MIT),5,CS,PhD,Rejected,A,2018,3.76,166,168,334,4.5,TRUE
338,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Rejected,I,2016,3.68,164,156,320,3.5,TRUE
339,University Of Wisconsin - Madison,4.1,CS,Masters,Accepted,I,2018,3.7,165,169,334,5,TRUE
340,University Of Wisconsin - Madison,4.1,CS,Masters,Accepted,U,2015,3.98,161,164,325,3.5,TRUE
341,State University of New York (SUNY) at Buffalo,2.7,CS,PhD,Accepted,I,2013,3.63,160,149,309,3,TRUE
342,Pennsylvania State University (Penn State),3.4,CS,Masters,Rejected,I,2013,3.44,154,158,312,3.5,TRUE
343,New York University (NYU),3.4,CS,PhD,Rejected,I,2013,3,142,163,305,3,TRUE
344,"University Of California, Berkeley",5,CS,Masters,Rejected,I,2016,3.87,158,167,325,4,TRUE
345,"University Of California, Irvine",3.4,CS,PhD,Accepted,I,2013,3.83,154,170,324,4,TRUE
346,Carnegie Mellon University (CMU),5,CS,PhD,Rejected,I,2013,3.72,160,168,328,5,TRUE
347,Northeastern University (NEU),3,CS,PhD,Accepted,U,2018,3.6,158,165,323,4,TRUE
348,Stanford University,5,CS,Masters,Rejected,I,2017,3.9,159,170,329,4,TRUE
349,University of Oregon,2.6,CS,Masters,Accepted,I,2013,3.89,147,163,310,3,TRUE
350,Arizona State University (ASU),3.1,CS,PhD,Accepted,I,2013,3.1,152,166,318,3.5,TRUE
351,New York University (NYU),3.4,CS,Masters,Accepted,I,2018,3.46,157,170,327,3.5,TRUE
352,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2018,3.68,159,169,328,4.5,TRUE
353,University of Florida (UF),3,CS,Masters,Rejected,I,2016,3.1,148,161,309,3,TRUE
354,University of Texas at Austin,4.3,CS,PhD,Rejected,I,2018,3.99,156,170,326,3,TRUE
355,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Rejected,I,2014,3.3,158,161,319,4.5,TRUE
356,Indiana University,2.9,CS,PhD,Accepted,I,2014,3.57,154,164,318,3,TRUE
357,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2018,3.9,160,164,324,4.5,TRUE
358,Duke University,3.6,CS,Masters,Accepted,A,2014,3.25,159,168,327,4.5,TRUE
359,Arizona State University (ASU),3.1,CS,Masters,Accepted,I,2018,3.7,148,166,314,4.5,TRUE
360,University Of Maryland,4,CS,PhD,Rejected,U,2015,3.6,151,169,320,3.5,TRUE
361,University Of Wisconsin - Madison,4.1,CS,Masters,Rejected,U,2013,3.69,151,162,313,4,TRUE
362,The University Of Arizona,3.1,CS,PhD,Rejected,A,2018,3,152,157,309,4,TRUE
363,University Of California Los Angeles (UCLA),4.1,CS,Masters,Rejected,I,2018,3.73,169,147,316,3.5,TRUE
364,Harvard University,4,CS,Masters,Rejected,U,2018,3.7,164,168,332,4,TRUE
365,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,A,2018,3.6,164,169,333,4.5,TRUE
366,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Rejected,I,2018,3.7,158,165,323,4.5,TRUE
367,University Of Virginia (UVA),3.4,CS,Masters,Accepted,I,2018,3.2,161,163,324,4.5,TRUE
368,University Of California Los Angeles (UCLA),4.1,CS,Masters,Accepted,I,2015,4,156,170,326,3.5,TRUE
369,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Accepted,I,2017,3.78,159,159,318,4,TRUE
370,State University of New York (SUNY) Stony Brook,3.2,CS,Masters,Accepted,I,2018,3.59,157,170,327,4,TRUE
371,University of Texas at Austin,4.3,CS,PhD,Rejected,I,2015,3.26,157,169,326,3,TRUE
372,Arizona State University (ASU),3.1,CS,PhD,Accepted,I,2015,3.6,157,164,321,3,TRUE
373,"University Of Minnesota, Twin Cities",3.5,CS,Masters,Accepted,I,2014,3.76,165,167,332,5.5,TRUE
374,North Carolina State University,3.1,CS,PhD,Accepted,I,2018,3.38,167,155,322,3.5,TRUE
375,"University of California, Santa Cruz (UCSC)",2.8,CS,Masters,Rejected,I,2014,3.82,151,158,309,4,TRUE
376,"University Of California, San Diego (UCSD)",4,CS,PhD,Accepted,I,2013,3.4,162,162,324,4,TRUE
377,Carnegie Mellon University (CMU),5,CS,Masters,Accepted,I,2018,3.65,170,161,331,3.5,TRUE
378,"University Of California, Berkeley",5,CS,PhD,Rejected,A,2015,3.82,162,167,329,4.5,TRUE
379,"The University of Michigan, Ann Arbor",4.2,CS,Masters,Rejected,I,2016,3.5,169,170,339,5,TRUE
380,Stanford University,5,CS,PhD,Rejected,U,2013,3.77,154,163,317,3,TRUE
381,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2017,4,161,170,331,5,TRUE
382,University Of Wisconsin - Madison,4.1,CS,PhD,Accepted,I,2016,3.97,152,168,320,3,TRUE
383,University Of Washington,4.5,CS,PhD,Rejected,A,2014,3.9,156,157,313,4,TRUE
384,University Of Wisconsin - Madison,4.1,CS,Masters,Rejected,I,2017,3.5,156,170,326,4,TRUE
385,Massachusetts Institute of Technology (MIT),5,CS,PhD,Rejected,A,2013,3.64,160,163,323,5,TRUE
386,Carnegie Mellon University (CMU),5,CS,PhD,Rejected,I,2013,3,157,162,319,4,TRUE
387,University of Texas at Austin,4.3,CS,PhD,Rejected,U,2015,3.92,159,166,325,4.5,TRUE
388,Rutgers Univeresity,3.3,CS,Masters,Rejected,A,2015,3.5,151,161,312,4,TRUE
389,Rutgers Univeresity,3.3,CS,PhD,Accepted,I,2015,2.95,152,163,315,3,TRUE
390,University Of Washington,4.5,CS,PhD,Rejected,I,2017,3.72,154,170,324,3.5,TRUE
391,Washington University St Louis,3,CS,PhD,Rejected,A,2015,4,161,168,329,4.5,TRUE
392,University of Florida (UF),3,CS,Masters,Accepted,I,2015,3.15,157,165,322,4.5,TRUE
393,North Carolina State University,3.1,CS,Masters,Accepted,I,2015,3.2,155,170,325,4,TRUE
394,University Of California Los Angeles (UCLA),4.1,CS,Masters,Rejected,I,2014,3.8,157,166,323,4,TRUE
395,North Carolina State University,3.1,CS,Masters,Accepted,A,2016,4,169,163,332,3.5,TRUE
396,Pennsylvania State University (Penn State),3.4,CS,PhD,Accepted,I,2016,4,163,165,328,5,TRUE
397,"University Of California, Berkeley",5,CS,Masters,Accepted,A,2016,3.92,166,170,336,5.5,TRUE
398,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2017,3.85,167,166,333,5,TRUE
399,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,PhD,Accepted,A,2014,3.96,162,168,330,4,TRUE
400,Northeastern University (NEU),3,CS,PhD,Accepted,U,2017,3.03,147,164,311,2,TRUE
401,Carnegie Mellon University (CMU),5,CS,PhD,Rejected,I,2014,3.82,153,163,316,3.5,TRUE
402,State University of New York (SUNY) at Buffalo,2.7,CS,PhD,Accepted,I,2013,3.56,150,161,311,3.5,TRUE
403,University Of Southern California (USC),3.7,CS,Masters,Accepted,A,2015,3.6,161,168,329,3.5,TRUE
404,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2018,3.9,162,167,329,4,TRUE
405,Ohio State University (OSU),3.4,CS,PhD,Accepted,A,2012,3.9,167,153,320,4.5,TRUE
406,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,A,2018,3.5,154,163,317,4,TRUE
407,Duke University,3.6,CS,Masters,Accepted,A,2018,3.92,161,166,327,4.5,TRUE
408,University of Texas at Austin,4.3,CS,Masters,Rejected,I,2018,3.5,163,163,326,5,TRUE
409,University Of Southern California (USC),3.7,CS,Masters,Rejected,I,2016,3.6,151,163,314,4,TRUE
410,Carnegie Mellon University (CMU),5,CS,Masters,Accepted,A,2013,3.81,168,164,332,5.5,TRUE
411,Stanford University,5,CS,PhD,Rejected,I,2015,3.8,158,165,323,4.5,TRUE
412,University Of Wisconsin - Madison,4.1,CS,Masters,Rejected,I,2014,3.5,157,162,319,3.5,TRUE
413,Purdue University,3.7,CS,Masters,Accepted,I,2015,3.5,156,169,325,3.5,TRUE
414,University Of Washington,4.5,CS,PhD,Rejected,A,2014,3.75,164,163,327,5,TRUE
415,University Of Wisconsin - Madison,4.1,CS,PhD,Accepted,I,2018,3.89,154,169,323,3.5,TRUE
416,University Of Southern California (USC),3.7,CS,PhD,Accepted,I,2016,3.64,155,164,319,3.5,TRUE
417,University Of California Los Angeles (UCLA),4.1,CS,PhD,Rejected,I,2016,3.6,159,164,323,3,TRUE
418,"University Of California, Berkeley",5,CS,PhD,Accepted,A,2017,3.99,164,169,333,5,TRUE
419,Colorado State University,2.4,CS,PhD,Rejected,I,2013,3.96,147,161,308,3.5,TRUE
420,University Of California Los Angeles (UCLA),4.1,CS,Masters,Rejected,I,2018,3.9,155,168,323,4.5,TRUE
421,"University Of California, San Diego (UCSD)",4,CS,PhD,Accepted,A,2017,3.5,167,167,334,4,TRUE
422,Northeastern University (NEU),3,CS,Masters,Rejected,I,2014,2.85,139,161,300,3,TRUE
423,State University of New York (SUNY) at Buffalo,2.7,CS,PhD,Accepted,I,2012,4,145,162,307,3.5,TRUE
424,New York University (NYU),3.4,CS,Masters,Rejected,I,2016,2.9,150,161,311,3,TRUE
425,State University of New York (SUNY) Stony Brook,3.2,CS,PhD,Accepted,I,2016,3.5,162,170,332,3,TRUE
426,"University Of Colorado, Boulder",3.2,CS,Masters,Accepted,I,2013,3.1,169,159,328,4,TRUE
427,Stanford University,5,CS,PhD,Rejected,I,2017,4,167,170,337,4.5,TRUE
428,Stanford University,5,CS,Masters,Rejected,A,2018,3.7,156,162,318,4,TRUE
429,New York University (NYU),3.4,CS,Masters,Accepted,I,2018,3.5,155,164,319,4,TRUE
430,New York University (NYU),3.4,CS,Masters,Accepted,A,2015,3.81,157,163,320,4,TRUE
431,"University of Massachusetts, Amherst (UMass)",3.7,CS,PhD,Accepted,A,2016,4,163,164,327,5,TRUE
432,New York University (NYU),3.4,CS,Masters,Accepted,I,2016,3.8,160,158,318,5,TRUE
433,University Of Southern California (USC),3.7,CS,PhD,Rejected,I,2013,3.92,153,161,314,4.5,TRUE
434,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Accepted,I,2015,3.44,162,163,325,4.5,TRUE
435,Princeton University,4.4,CS,Masters,Rejected,I,2015,3.5,157,170,327,4,TRUE
436,Columbia University,4.1,CS,PhD,Accepted,A,2015,4,167,165,332,4.5,TRUE
437,University Of Wisconsin - Madison,4.1,CS,PhD,Accepted,A,2012,3.7,148,161,309,4.5,TRUE
438,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,A,2014,3.28,170,163,333,5,TRUE
439,Arizona State University (ASU),3.1,CS,PhD,Accepted,I,2018,3.83,160,145,305,4,TRUE
440,University Of Washington,4.5,CS,PhD,Rejected,I,2013,3.7,157,170,327,5,TRUE
441,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2017,3.85,161,168,329,4.5,TRUE
442,Ohio State University (OSU),3.4,CS,PhD,Accepted,A,2014,3.5,159,170,329,3.5,TRUE
443,"University Of California, Riverside",2.7,CS,PhD,Accepted,I,2017,3.48,147,159,306,3,TRUE
444,Harvard University,4,CS,PhD,Accepted,A,2013,3.8,164,168,332,4.5,TRUE
445,Purdue University,3.7,CS,PhD,Accepted,I,2016,3.58,158,170,328,4,TRUE
446,Northeastern University (NEU),3,CS,Masters,Rejected,I,2018,3.6,155,165,320,4,TRUE
447,University Of California Los Angeles (UCLA),4.1,CS,PhD,Accepted,A,2017,4,160,170,330,5.5,TRUE
448,Massachusetts Institute of Technology (MIT),5,CS,PhD,Accepted,A,2017,3.96,169,158,327,4.5,TRUE
449,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2016,3.44,162,157,319,3,TRUE
450,Virginia Polytechnic And State University (Virginia Tech),3.2,CS,PhD,Accepted,I,2016,3.74,154,163,317,3.5,TRUE
451,"The University of Michigan, Ann Arbor",4.2,CS,PhD,Accepted,I,2018,3.9,154,170,324,3.5,TRUE
452,Harvard University,4,CS,PhD,Rejected,A,2015,3.91,165,169,334,4.5,TRUE
453,University Of California Los Angeles (UCLA),4.1,CS,Masters,Accepted,I,2015,3.5,158,162,320,4,TRUE
454,Virginia Polytechnic And State University (Virginia Tech),3.2,CS,Masters,Accepted,I,2018,3.8,162,167,329,4,TRUE
455,State University of New York (SUNY) Stony Brook,3.2,CS,Masters,Accepted,A,2012,3.64,159,160,319,5.5,TRUE
456,Massachusetts Institute of Technology (MIT),5,CS,PhD,Accepted,I,2017,3.98,158,168,326,4,TRUE
457,Clemson University,2.3,CS,PhD,Accepted,A,2013,3.5,164,165,329,5.5,TRUE
458,Cornell University,4.5,CS,Masters,Rejected,I,2015,3.77,155,167,322,4,TRUE
459,State University of New York (SUNY) at Buffalo,2.7,CS,Masters,Rejected,I,2015,3,150,163,313,3,TRUE
460,University of Florida (UF),3,CS,Masters,Rejected,I,2015,3.5,144,167,311,3,TRUE
461,Cornell University,4.5,CS,PhD,Rejected,I,2017,3.45,145,162,307,3,TRUE
462,University Of Wisconsin - Madison,4.1,CS,Masters,Rejected,I,2015,3.9,156,168,324,4,TRUE
463,Stanford University,5,CS,Masters,Accepted,I,2013,3.76,170,150,320,3,TRUE
464,Carnegie Mellon University (CMU),5,CS,Masters,Accepted,I,2016,3.2,144,170,314,3,TRUE
465,Columbia University,4.1,CS,Masters,Accepted,I,2017,3.72,159,164,323,4,TRUE
466,"University Of California, Santa Barbara (UCSB)",3.3,CS,Masters,Rejected,A,2018,3.6,164,169,333,4.5,TRUE
467,Indiana University,2.9,CS,Masters,Accepted,I,2018,3.2,160,170,330,4.5,TRUE
468,University Of Wisconsin - Madison,4.1,CS,PhD,Rejected,A,2016,3.85,168,170,338,5,TRUE
469,New York University (NYU),3.4,CS,Masters,Accepted,I,2018,3.63,155,170,325,4,TRUE
470,Columbia University,4.1,CS,Masters,Accepted,U,2016,3.88,150,170,320,3.5,TRUE
471,Stanford University,5,CS,PhD,Rejected,A,2017,3.6,166,166,332,4,TRUE
472,University Of Wisconsin - Madison,4.1,CS,Masters,Rejected,I,2018,3.83,163,169,332,4.5,TRUE
473,Carnegie Mellon University (CMU),5,CS,Masters,Accepted,I,2014,3.8,166,153,319,3,TRUE
474,University of Florida (UF),3,CS,Masters,Accepted,A,2017,3.6,154,160,314,4.5,TRUE
475,Yale University,3.7,CS,Masters,Accepted,I,2017,3.99,156,170,326,3.5,TRUE
476,Stanford University,5,CS,PhD,Rejected,A,2013,3.64,160,163,323,5,TRUE
477,Carnegie Mellon University (CMU),5,CS,PhD,Rejected,A,2013,3.9,169,163,332,5,TRUE
478,Carnegie Mellon University (CMU),5,CS,PhD,Rejected,I,2015,3.85,152,169,321,3,TRUE
479,Harvard University,4,CS,PhD,Rejected,I,2015,3.5,145,160,305,3,TRUE
480,University Of Virginia (UVA),3.4,CS,PhD,Accepted,U,2016,3.97,157,166,323,5,TRUE
481,University of Texas at Austin,4.3,CS,PhD,Rejected,I,2017,3.93,166,168,334,5,TRUE
482,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2017,3.7,165,170,335,4.5,TRUE
483,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2016,3.9,155,169,324,4.5,TRUE
484,Cornell University,4.5,CS,Masters,Rejected,I,2015,4,162,165,327,5,TRUE
485,"University Of California, Irvine",3.4,CS,Masters,Accepted,A,2017,3.61,154,152,306,3.5,TRUE
486,Massachusetts Institute of Technology (MIT),5,CS,PhD,Accepted,I,2013,3.92,165,170,335,3.5,TRUE
487,University Of Southern California (USC),3.7,CS,Masters,Accepted,A,2017,3.3,166,158,324,5,TRUE
488,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Accepted,A,2018,3.4,157,166,323,4.5,TRUE
489,"University Of Colorado, Boulder",3.2,CS,Masters,Accepted,A,2013,3.89,155,161,316,3.5,TRUE
490,Stanford University,5,CS,Masters,Accepted,I,2013,3.76,150,170,320,3,TRUE
491,Oregon State University,2.5,CS,PhD,Accepted,A,2015,3.62,165,163,328,5,TRUE
492,University of Chicago,3.4,CS,PhD,Accepted,A,2018,3.9,162,166,328,5,TRUE
493,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,U,2017,3.6,154,170,324,3.5,TRUE
494,University Of Wisconsin - Madison,4.1,CS,Masters,Rejected,I,2017,4,152,163,315,3.5,TRUE
495,"University Of California, Berkeley",5,CS,PhD,Rejected,A,2015,3.87,169,163,332,5,TRUE
496,"University of California, Santa Cruz (UCSC)",2.8,CS,Masters,Accepted,I,2016,3.78,159,166,325,4,TRUE
497,Stanford University,5,CS,Masters,Rejected,I,2012,3.71,162,163,325,4,TRUE
498,Carnegie Mellon University (CMU),5,CS,PhD,Accepted,U,2015,3.8,159,170,329,4,TRUE
499,Carnegie Mellon University (CMU),5,CS,Masters,Accepted,I,2018,3.93,158,170,328,3.5,TRUE
500,North Carolina State University,3.1,CS,Masters,Rejected,I,2015,3.75,152,167,319,3,TRUE
501,"University Of California, Santa Barbara (UCSB)",3.3,CS,PhD,Accepted,I,2015,3.84,153,164,317,3,TRUE
502,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Accepted,I,2018,3.42,145,164,309,3,TRUE
503,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,Masters,Accepted,I,2016,3.6,168,157,325,4.5,TRUE
504,Ohio State University (OSU),3.4,CS,Masters,Rejected,I,2016,3.1,157,161,318,4,TRUE
505,Texas A&M,3.1,CS,Masters,Accepted,I,2018,3.49,156,170,326,4,TRUE
506,Case Western Reserve University,5,CS,PhD,Rejected,I,2014,3,165,145,310,3,TRUE
507,North Carolina State University,3.1,CS,Masters,Rejected,I,2016,3.5,154,161,315,3.5,TRUE
